center_camera,left_camera,right_camera,steering_angle,throttle,reverse,speed
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_06_826.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_06_826.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_06_826.jpg,0.0,1.0,0,30.19031
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_06_948.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_06_948.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_06_948.jpg,-0.06713789,1.0,0,30.19017
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_068.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_068.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_068.jpg,-0.2225967,1.0,0,30.1814
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_192.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_192.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_192.jpg,0.0,1.0,0,30.18998
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_314.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_314.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_314.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_432.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_432.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_432.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_547.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_547.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_547.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_664.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_664.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_664.jpg,-0.3494883,1.0,0,30.16253
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_768.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_768.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_768.jpg,-0.03689791,1.0,0,30.18932
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_07_887.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_07_887.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_07_887.jpg,0.0,1.0,0,30.19005
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_003.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_003.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_003.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_124.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_124.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_124.jpg,0.0,1.0,0,30.1903
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_242.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_242.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_242.jpg,0.0,1.0,0,30.1903
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_364.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_364.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_364.jpg,0.3678699,1.0,0,30.16048
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_481.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_481.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_481.jpg,0.01666053,1.0,0,30.18898
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_601.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_601.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_601.jpg,-0.0794424,1.0,0,30.18674
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_720.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_720.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_720.jpg,0.0,1.0,0,30.18982
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_837.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_837.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_837.jpg,0.0,1.0,0,30.1902
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_08_959.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_08_959.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_08_959.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_077.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_077.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_077.jpg,0.0,1.0,0,30.1903
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_195.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_195.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_195.jpg,0.0,1.0,0,30.1903
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_311.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_311.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_311.jpg,0.0,1.0,0,30.19031
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_420.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_420.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_420.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_533.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_533.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_533.jpg,0.0,1.0,0,30.1903
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_643.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_643.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_643.jpg,0.0,1.0,0,30.19031
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_757.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_757.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_757.jpg,0.0,1.0,0,30.19031
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_861.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_861.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_861.jpg,0.0,1.0,0,30.1903
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_09_976.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_09_976.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_09_976.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_099.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_099.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_099.jpg,0.0,1.0,0,30.19029
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_211.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_211.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_211.jpg,0.0,1.0,0,30.19046
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_320.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_320.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_320.jpg,0.0662022,1.0,0,30.18926
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_428.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_428.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_428.jpg,0.2524923,1.0,0,30.17702
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_530.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_530.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_530.jpg,0.0,1.0,0,30.18858
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_635.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_635.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_635.jpg,0.0,1.0,0,30.19009
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_741.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_741.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_741.jpg,0.0,1.0,0,30.19027
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_851.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_851.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_851.jpg,0.0,1.0,0,30.19031
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_10_964.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_10_964.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_10_964.jpg,0.2065038,1.0,0,30.17839
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_067.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_067.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_067.jpg,0.0,1.0,0,30.18987
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_171.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_171.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_171.jpg,0.1291188,1.0,0,30.18721
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_273.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_273.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_273.jpg,0.0,1.0,0,30.1902
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_375.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_375.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_375.jpg,0.0,1.0,0,30.19038
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_491.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_491.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_491.jpg,0.1194294,1.0,0,30.18625
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_592.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_592.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_592.jpg,0.0,1.0,0,30.19035
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_693.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_693.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_693.jpg,0.1699833,1.0,0,30.18279
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_808.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_808.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_808.jpg,0.08965111,1.0,0,30.1916
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_11_924.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_11_924.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_11_924.jpg,0.1009098,1.0,0,30.18991
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_042.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_042.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_042.jpg,0.3321417,1.0,0,30.17266
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_149.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_149.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_149.jpg,0.01157819,1.0,0,30.18874
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_257.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_257.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_257.jpg,0.3334791,1.0,0,30.17356
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_367.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_367.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_367.jpg,0.2368068,1.0,0,30.19147
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_469.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_469.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_469.jpg,0.1280439,1.0,0,30.19301
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_586.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_586.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_586.jpg,0.4749462,0.9514225,0,30.15679
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_687.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_687.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_687.jpg,0.1721004,1.0,0,30.1929
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_801.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_801.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_801.jpg,0.0,1.0,0,30.18896
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_12_911.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_12_911.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_12_911.jpg,0.3256083,1.0,0,30.17239
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_015.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_015.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_015.jpg,0.01169248,1.0,0,30.19023
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_117.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_117.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_117.jpg,0.2012736,1.0,0,30.18469
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_225.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_225.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_225.jpg,0.0,0.982585,0,30.17522
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_328.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_328.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_328.jpg,0.2055486,1.0,0,30.18227
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_435.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_435.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_435.jpg,0.5287551,1.0,0,30.14307
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_550.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_550.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_550.jpg,0.1844751,1.0,0,30.19371
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_660.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_660.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_660.jpg,0.4614114,1.0,0,30.16727
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_779.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_779.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_779.jpg,0.273759,1.0,0,30.19126
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_885.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_885.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_885.jpg,0.3433734,1.0,0,30.19106
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_13_987.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_13_987.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_13_987.jpg,0.2811644,1.0,0,30.1902
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_14_095.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_14_095.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_14_095.jpg,0.3368613,1.0,0,30.18275
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_14_204.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_14_204.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_14_204.jpg,0.2807285,1.0,0,30.19149
C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\center_2022_05_14_19_06_14_310.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\left_2022_05_14_19_06_14_310.jpg,C:\Users\crist\OneDrive\Documentos\Projects\GitHub\self_driving_car\data\IMG\right_2022_05_14_19_06_14_310.jpg,0.0,1.0,0,30.18682
